date,year,month,scenario,units,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income,gross_margin_pct,ebitda_margin_pct,net_margin_pct
2024-01-01,2024,1,Base,73180622.0,3183657396.02,1438376411.61,1745280984.48,636731479.28,636731479.28,471818026.06,75000.0,471743026.06,27996.0,108494455.96,363220570.02,54.82,14.82,11.41
2024-02-01,2024,2,Base,68098978.0,2970950851.29,1352842600.04,1618108251.4,594190170.38,594190170.38,429727910.78,75000.0,429652910.78,27996.0,98813729.45,330811181.32,54.46,14.46,11.13
2024-03-01,2024,3,Base,71618454.0,3136326416.25,1434051732.81,1702274683.0,627265283.3,627265283.3,447744116.8,75000.0,447669116.8,27996.0,102957456.85,344683659.95,54.28,14.28,10.99
2024-04-01,2024,4,Base,74940771.0,3294880202.08,1523686697.54,1771193504.48,658976040.56,658976040.56,453241423.89,75000.0,453166423.89,27996.0,104221837.27,348916586.43,53.76,13.76,10.59
2024-05-01,2024,5,Base,65590076.0,2884109638.43,1340821343.15,1543288295.01,576821927.61,576821927.61,389644439.81,75000.0,389569439.81,27996.0,89594531.21,299946908.61,53.51,13.51,10.4
2024-06-01,2024,6,Base,60583825.0,2681859851.65,1251885874.76,1429973977.04,536371970.34,536371970.34,357230036.23,75000.0,357155036.23,27996.0,82139218.4,274987817.79,53.32,13.32,10.25
2024-07-01,2024,7,Base,63011121.0,2798881157.89,1324286955.4,1474594202.39,559776231.48,559776231.48,355041739.57,75000.0,354966739.57,27996.0,81635910.13,273302829.16,52.69,12.69,9.76
2024-08-01,2024,8,Base,63045525.0,2805084700.5,1327633931.37,1477450769.55,561016940.09,561016940.09,355416889.33,75000.0,355341889.33,27996.0,81722194.58,273591694.72,52.67,12.67,9.75
2024-09-01,2024,9,Base,64210617.0,2863726819.45,1362062320.03,1501664499.52,572745363.76,572745363.76,356173771.65,75000.0,356098771.65,27996.0,81896277.59,274174494.31,52.44,12.44,9.57
2024-10-01,2024,10,Base,61674117.0,2754264145.06,1306349761.69,1447914383.49,550852828.98,550852828.98,346208725.27,75000.0,346133725.27,27996.0,79604316.7,266501408.64,52.57,12.57,9.68
2024-11-01,2024,11,Base,66840579.0,2989167047.51,1427914180.53,1561252866.87,597833409.48,597833409.48,365586047.8,75000.0,365511047.8,27996.0,84061101.0,281421946.78,52.23,12.23,9.41
2024-12-01,2024,12,Base,70147713.0,3145681442.47,1506410006.56,1639271435.88,629136288.52,629136288.52,380998858.91,75000.0,380923858.91,27996.0,87606047.41,293289811.27,52.11,12.11,9.32
2025-01-01,2025,1,Base,69800090.0,3132031822.72,1510274687.62,1621757135.15,626406364.47,626406364.47,368944406.05,75000.0,368869406.05,27996.0,84833523.37,284007882.75,51.78,11.78,9.07
2025-02-01,2025,2,Base,73678327.0,3312181466.6,1605014364.18,1707167102.16,662436293.12,662436293.12,382294515.72,75000.0,382219515.72,27996.0,87904048.65,294287467.15,51.54,11.54,8.89
2025-03-01,2025,3,Base,73989692.0,3328930552.87,1620072082.31,1708858470.5,665786110.5,665786110.5,377286249.46,75000.0,377211249.46,27996.0,86752147.28,290431101.99,51.33,11.33,8.72
2025-04-01,2025,4,Base,68590805.0,3094844919.13,1514747739.25,1580097179.62,618968983.91,618968983.91,342159212.35,75000.0,342084212.35,27996.0,78672928.65,263383283.39,51.06,11.06,8.51
2025-05-01,2025,5,Base,69362325.0,3140172693.63,1542991898.34,1597180795.38,628034538.69,628034538.69,341111717.85,75000.0,341036717.85,27996.0,78432005.02,262576712.76,50.86,10.86,8.36
2025-06-01,2025,6,Base,64417749.0,2927907303.94,1444747046.41,1483160257.64,585581460.76,585581460.76,311997335.89,75000.0,311922335.89,27996.0,71735697.29,240158638.75,50.66,10.66,8.2
2025-07-01,2025,7,Base,67743827.0,3097668942.5,1534848984.95,1562819957.65,619533788.5,619533788.5,323752380.61,75000.0,323677380.61,27996.0,74439357.59,249210023.14,50.45,10.45,8.05
2025-08-01,2025,8,Base,66485589.0,3053854170.69,1530812706.33,1523041464.16,610770834.24,610770834.24,301499796.07,75000.0,301424796.07,27996.0,69321263.09,232075532.76,49.87,9.87,7.6
2025-09-01,2025,9,Base,65144475.0,2999210780.78,1507095996.26,1492114784.57,599842156.28,599842156.28,292430472.44,75000.0,292355472.44,27996.0,67235318.56,225092153.6,49.75,9.75,7.51
2025-10-01,2025,10,Base,62320847.0,2872329013.97,1447557132.66,1424771881.42,574465802.62,574465802.62,275840275.84,75000.0,275765275.84,27996.0,63419573.49,212317702.14,49.6,9.6,7.39
2025-11-01,2025,11,Base,67497995.0,3116054926.1,1576902111.63,1539152814.46,623210985.16,623210985.16,292730843.94,75000.0,292655843.94,27996.0,67304404.22,225323439.84,49.39,9.39,7.23
2025-12-01,2025,12,Base,65870734.0,3049606935.88,1559000741.63,1490606194.11,609921387.14,609921387.14,270763419.86,75000.0,270688419.86,27996.0,62251896.6,208408523.42,48.88,8.88,6.83
