date,year,month,region,product,channel,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2024-01-01,2024,1,North America,Enterprise,Online Self-Service,1.0,1.0457,0.9937,1.0017,0.0873,0.7446,0,95852.0,11.35,1088193.81,566520.95,521672.86,87055.51,130583.26,304034.1,1125.0,302909.1,450.0,75614.77,226844.32
2024-01-01,2024,1,North America,Pro Plan,Online Self-Service,1.0,1.0457,0.9937,1.0017,0.1306,0.7587,0,47689.0,12.1,577244.01,300517.08,276726.93,46179.52,69269.28,161278.13,1125.0,160153.13,450.0,39925.78,119777.35
2024-01-01,2024,1,North America,Snacks,Online Self-Service,1.0,1.0457,0.9937,1.0017,0.2267,0.7918,0,141175.0,14.9,2103777.66,1095240.68,1008536.99,168302.21,252453.32,587781.45,1125.0,586656.45,450.0,146551.61,439654.84
2024-01-01,2024,1,North America,Beverages,Online Self-Service,1.0,1.0457,0.9937,1.0017,0.3274,0.8292,0,110391.0,9.0,993806.27,517382.17,476424.1,79504.5,119256.75,277662.85,1125.0,276537.85,450.0,69021.96,207065.88
2024-01-01,2024,1,North America,Personal Care,Online Self-Service,1.0,1.0457,0.9937,1.0017,0.1896,0.7788,0,115830.0,9.15,1060263.71,551980.36,508283.35,84821.1,127231.65,296230.61,1125.0,295105.61,450.0,73663.9,220991.71
2024-01-01,2024,1,North America,Household,Online Self-Service,1.0,1.0457,0.9937,1.0017,0.1993,0.7821,0,115009.0,10.55,1212954.42,631472.16,581482.26,97036.35,145554.53,338891.38,1125.0,337766.38,450.0,84329.09,252987.28
2024-01-01,2024,1,North America,Baby & Child,Online Self-Service,1.0,1.0457,0.9937,1.0017,0.2173,0.7885,0,127310.0,14.13,1799418.21,936789.12,862629.09,143953.46,215930.19,502745.45,1125.0,501620.45,450.0,125292.61,375877.84
2024-01-01,2024,1,North America,Divyansh,Online Self-Service,1.0,1.0457,0.9937,1.0017,0.0388,0.7293,0,131943.0,9.59,1264742.16,658433.2,606308.96,101179.37,151769.06,353360.53,1125.0,352235.53,450.0,87946.38,263839.15
2024-01-01,2024,1,Europe,Enterprise,Online Self-Service,1.0,1.0457,1.0905,1.0017,0.1039,0.75,0,96544.0,11.29,1090433.78,567687.1,522746.68,87234.7,130852.05,304659.93,1125.0,303534.93,450.0,75771.23,227313.7
2024-01-01,2024,1,Europe,Pro Plan,Online Self-Service,1.0,1.0457,1.0905,1.0017,0.3055,0.8208,0,51591.0,11.44,590362.34,307346.57,283015.77,47228.99,70843.48,164943.3,1125.0,163818.3,450.0,40842.08,122526.23
