date,year,month,scenario,units,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income,gross_margin_pct,ebitda_margin_pct,net_margin_pct
2023-01-01,2023,1,Base,2564986.0,96838700.18,43620992.48,53217707.63,9683869.94,19367740.06,24166097.67,75000.45,24091097.57,28000.35,5534512.45,18528585.11,54.95,24.96,19.13
2023-02-01,2023,2,Base,2393156.0,90413586.23,40903782.83,49509803.39,9041358.62,18082717.17,22385727.5,75000.45,22310727.52,28000.35,5125027.35,17157700.18,54.76,24.76,18.98
2023-03-01,2023,3,Base,2489393.0,95063410.18,42973465.13,52089945.01,9506341.0,19012682.06,23570921.95,75000.45,23495922.04,28000.35,5397622.06,18070299.92,54.79,24.79,19.01
2023-04-01,2023,4,Base,2690368.0,101285194.21,45985499.32,55299694.85,10128519.42,20257038.83,24914136.57,75000.45,24839136.59,28000.35,5706561.47,19104575.16,54.6,24.6,18.86
2023-05-01,2023,5,Base,2318507.0,88039392.84,40163840.25,47875552.56,8803939.28,17607878.54,21463734.73,75000.45,21388734.7,28000.35,4912969.04,16447765.66,54.38,24.38,18.68
2023-06-01,2023,6,Base,2163009.0,82220833.26,37696474.63,44524358.69,8222083.36,16444166.69,19858108.71,75000.45,19783108.67,28000.35,4543674.97,15211433.72,54.15,24.15,18.5
2023-07-01,2023,7,Base,2196794.0,84911011.5,39761914.45,45149097.02,8491101.08,16982202.33,19675793.62,75000.45,19600793.51,28000.35,4501742.54,15071051.04,53.17,23.17,17.75
2023-08-01,2023,8,Base,2207305.0,85290694.25,39823400.92,45467293.34,8529069.43,17058138.81,19880085.13,75000.45,19805085.05,28000.35,4548729.56,15228355.46,53.31,23.31,17.85
2023-09-01,2023,9,Base,2299413.0,87928293.7,40894826.9,47033466.83,8792829.39,17585658.74,20654978.71,75000.45,20579978.7,28000.35,4726955.11,15825023.64,53.49,23.49,18.0
2023-10-01,2023,10,Base,2163008.0,83802101.31,38714252.51,45087848.82,8380210.18,16760420.23,19947218.38,75000.45,19872218.44,28000.35,4564170.24,15280048.2,53.8,23.8,18.23
2023-11-01,2023,11,Base,2344363.0,90964923.8,42307496.24,48657427.51,9096492.41,18192984.74,21367950.42,75000.45,21292950.43,28000.35,4890938.57,16374011.84,53.49,23.49,18.0
2023-12-01,2023,12,Base,2494114.0,96228104.1,45278443.03,50949661.05,9622810.44,19245620.83,22081229.84,75000.45,22006229.78,28000.35,5054992.83,16923236.98,52.95,22.95,17.59
2024-01-01,2024,1,Base,2475802.0,95750432.9,45047301.14,50703131.8,9575043.28,19150086.68,21978001.94,75000.45,21903001.96,28000.35,5031250.46,16843751.44,52.95,22.95,17.59
2024-02-01,2024,2,Base,2657203.0,102028802.0,47665787.62,54363014.42,10202880.14,20405760.41,23754373.74,75000.45,23679373.82,28000.35,5439816.0,18211557.82,53.28,23.28,17.85
2024-03-01,2024,3,Base,2656745.0,102340465.62,47486080.18,54854385.45,10234046.56,20468093.12,24152245.72,75000.45,24077245.83,28000.35,5531326.51,18517919.19,53.6,23.6,18.09
2024-04-01,2024,4,Base,2457470.0,95023591.5,44403798.01,50619793.52,9502359.16,19004718.35,22112716.08,75000.45,22037716.05,28000.35,5062234.71,16947481.4,53.27,23.27,17.84
2024-05-01,2024,5,Base,2472919.0,96218713.51,45321850.06,50896863.47,9621871.3,19243742.68,22031249.41,75000.45,21956249.42,28000.35,5043497.38,16884752.02,52.9,22.9,17.55
2024-06-01,2024,6,Base,2313160.0,90022641.42,42662399.25,47360242.1,9002264.14,18004528.29,20353449.72,75000.45,20278449.7,28000.35,4657603.48,15592846.28,52.61,22.61,17.32
2024-07-01,2024,7,Base,2481833.0,96038726.76,45269999.76,50768726.96,9603872.64,19207745.32,21957108.97,75000.45,21882108.92,28000.35,5026445.03,16827663.95,52.86,22.86,17.52
2024-08-01,2024,8,Base,2433501.0,94665832.0,44763255.59,49902576.48,9466583.23,18933166.32,21502826.87,75000.45,21427826.79,28000.35,4921960.17,16477866.69,52.71,22.71,17.41
2024-09-01,2024,9,Base,2397777.0,93214664.32,44167507.58,49047156.72,9321466.43,18642932.83,21082757.49,75000.45,21007757.4,28000.35,4825344.23,16154413.22,52.62,22.62,17.33
2024-10-01,2024,10,Base,2281289.0,89052629.06,42322986.81,46729642.33,8905262.97,17810525.78,20013853.58,75000.45,19938853.56,28000.35,4579496.34,15331357.33,52.47,22.47,17.22
2024-11-01,2024,11,Base,2476961.0,96724443.02,46395331.02,50329112.01,9672444.31,19344888.61,21311779.12,75000.45,21236779.05,28000.35,4878019.21,16330759.93,52.03,22.03,16.88
2024-12-01,2024,12,Base,2397646.0,94283289.69,45363776.55,48919513.15,9428329.0,18856657.92,20634526.23,75000.45,20559526.19,28000.35,4722251.01,15809275.18,51.89,21.89,16.77
