date,year,month,scenario,units,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income,gross_margin_pct,ebitda_margin_pct,net_margin_pct
2023-01-01,2023,1,Base,1547411.0,73581549.7,33177920.8,40403628.96,7358154.98,14716309.93,18329164.02,74999.89,18254164.03,28000.07,4192017.73,14034146.3,54.91,24.91,19.07
2023-02-01,2023,2,Base,1364712.0,64882848.43,29548681.87,35334166.55,6488284.83,12976569.68,15869311.98,74999.89,15794312.0,28000.07,3626251.74,12140060.22,54.46,24.46,18.71
2023-03-01,2023,3,Base,1676952.0,79323532.43,36254391.98,43069140.41,7932353.23,15864706.49,19272080.71,74999.89,19197080.68,28000.07,4408888.57,14760192.12,54.3,24.3,18.61
2023-04-01,2023,4,Base,1857010.0,89682018.98,41029811.91,48652207.11,8968201.9,17936403.77,21747601.4,74999.89,21672601.42,28000.07,4978258.31,16666343.09,54.25,24.25,18.58
2023-05-01,2023,5,Base,1751338.0,83523755.84,38198398.72,45325357.12,8352375.58,16704751.19,20268230.35,74999.89,20193230.38,28000.07,4638002.96,15527227.42,54.27,24.27,18.59
2023-06-01,2023,6,Base,1657290.0,77611808.18,35730092.32,41881715.82,7761180.81,15522361.64,18598173.38,74999.89,18523173.35,28000.07,4253889.89,14241283.53,53.96,23.96,18.35
2023-07-01,2023,7,Base,1629308.0,77644368.37,35888506.41,41755862.02,7764436.82,15528873.68,18462551.51,74999.89,18387551.49,28000.07,4222696.8,14136854.65,53.78,23.78,18.21
2023-08-01,2023,8,Base,1743141.0,83718522.85,38812425.83,44906097.01,8371852.3,16743704.54,19790540.16,74999.89,19715540.15,28000.07,4528134.24,15159405.92,53.64,23.64,18.11
2023-09-01,2023,9,Base,1931275.0,91915098.5,42723465.2,49191633.32,9191509.82,18383019.7,21617103.77,74999.89,21542103.76,28000.07,4948243.88,16565859.9,53.52,23.52,18.02
2023-10-01,2023,10,Base,2008722.0,95137069.34,44399258.1,50737811.27,9513706.95,19027413.87,22196690.45,74999.89,22121690.44,28000.07,5081548.84,17012141.67,53.33,23.33,17.88
2023-11-01,2023,11,Base,2652457.0,126792738.93,59513903.71,67278835.16,12679273.91,25358547.81,29241013.5,74999.89,29166013.51,28000.07,6701743.09,22436270.44,53.06,23.06,17.7
2023-12-01,2023,12,Base,3156986.0,153318424.75,72185381.52,81133043.15,15331842.44,30663684.94,35137515.76,74999.89,35062515.75,28000.07,8057938.64,26976577.13,52.92,22.92,17.6
2024-01-01,2024,1,Base,1506305.0,73013588.08,34456672.69,38556915.39,7301358.8,14602717.67,16652838.96,74999.89,16577838.95,28000.07,3806462.94,12743376.01,52.81,22.81,17.45
2024-02-01,2024,2,Base,1508850.0,73008002.66,34470043.49,38537959.1,7300800.28,14601600.54,16635558.34,74999.89,16560558.3,28000.07,3802488.45,12730069.88,52.79,22.79,17.44
2024-03-01,2024,3,Base,1720464.0,83894991.08,39597184.09,44297807.01,8389499.11,16778998.19,19129309.73,74999.89,19054309.72,28000.07,4376051.26,14650258.45,52.8,22.8,17.46
2024-04-01,2024,4,Base,1776285.0,85858167.0,40529886.27,45328280.7,8585816.68,17171633.41,19570830.58,74999.89,19495830.64,28000.07,4477601.05,14990229.58,52.79,22.79,17.46
2024-05-01,2024,5,Base,1923166.0,92625711.44,43763742.28,48861969.12,9262571.13,18525142.29,21074255.72,74999.89,20999255.71,28000.07,4823388.82,16147866.9,52.75,22.75,17.43
2024-06-01,2024,6,Base,1743492.0,84495492.22,40031456.74,44464035.47,8449549.22,16899098.45,19115387.85,74999.89,19040387.86,28000.07,4372849.18,14639538.62,52.62,22.62,17.33
