date,year,month,region,product,channel,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2023-01-01,2023,1,North America,Enterprise,Direct Sales,0.72,1.0457,0.9983,1.0033,0.2891,0.5167,0,23437.0,54.66,1281153.44,577672.09,703481.35,128115.34,256230.69,319135.32,1530.61,317604.71,571.43,72917.65,244115.63
2023-01-01,2023,1,North America,Pro Plan,Direct Sales,0.72,1.0457,0.9983,1.0033,0.1192,0.4686,0,34953.0,49.83,1741797.28,785376.4,956420.89,174179.73,348359.46,433881.7,1530.61,432351.09,571.43,99309.32,332470.34
2023-01-01,2023,1,North America,Apparel,Direct Sales,0.72,1.0457,0.9983,1.0033,0.2139,0.4945,0,34929.0,58.49,2042877.22,921133.34,1121743.88,204287.72,408575.44,508880.72,1530.61,507350.1,571.43,116559.1,390219.58
2023-01-01,2023,1,North America,Footwear,Direct Sales,0.72,1.0457,0.9983,1.0033,0.2751,0.5124,0,43172.0,42.75,1845811.06,832276.21,1013534.85,184581.11,369162.21,459791.53,1530.61,458260.92,571.43,105268.58,352420.91
2023-01-01,2023,1,North America,Accessories,Direct Sales,0.72,1.0457,0.9983,1.0033,0.2472,0.5041,0,23071.0,39.45,910127.1,410376.31,499750.79,91012.71,182025.42,226712.66,1530.61,225182.05,571.43,51660.44,172950.18
2023-01-01,2023,1,North America,Home & Living,Direct Sales,0.72,1.0457,0.9983,1.0033,0.1504,0.4769,0,31998.0,47.48,1519256.97,685032.97,834224.0,151925.7,303851.39,378446.91,1530.61,376916.3,571.43,86559.32,289785.55
2023-01-01,2023,1,North America,raghav,Direct Sales,0.72,1.0457,0.9983,1.0033,0.2723,0.5116,0,32382.0,38.08,1233206.75,556052.92,677153.82,123320.67,246641.35,307191.8,1530.61,305661.19,571.43,70170.64,234919.11
2023-01-01,2023,1,Europe,Enterprise,Direct Sales,0.72,1.0457,0.9867,1.0033,0.1017,0.464,0,21048.0,58.03,1221358.09,550710.36,670647.73,122135.81,244271.62,304240.3,1530.61,302709.69,571.43,69491.8,232646.46
2023-01-01,2023,1,Europe,Pro Plan,Direct Sales,0.72,1.0457,0.9867,1.0033,0.1233,0.4696,0,35034.0,49.77,1743601.43,786189.89,957411.55,174360.14,348720.29,434331.12,1530.61,432800.5,571.43,99412.69,332816.39
2023-01-01,2023,1,Europe,Apparel,Direct Sales,0.72,1.0457,0.9867,1.0033,0.1816,0.4854,0,34286.0,59.09,2026081.85,913560.31,1112521.54,202608.19,405216.37,504696.99,1530.61,503166.38,571.43,115596.84,386998.11
2023-01-01,2023,1,Europe,Footwear,Direct Sales,0.72,1.0457,0.9867,1.0033,0.1908,0.488,0,41109.0,43.93,1806067.89,814356.01,991711.88,180606.79,361213.58,449891.51,1530.61,448360.9,571.43,102991.58,344797.89
2023-01-01,2023,1,Europe,Accessories,Direct Sales,0.72,1.0457,0.9867,1.0033,0.1693,0.482,0,22058.0,40.45,892146.29,402268.76,489877.53,89214.63,178429.26,222233.64,1530.61,220703.03,571.43,50630.27,169501.33
2023-01-01,2023,1,Europe,Home & Living,Direct Sales,0.72,1.0457,0.9867,1.0033,0.2291,0.4988,0,33474.0,46.31,1550004.47,698897.01,851107.45,155000.45,310000.89,386106.11,1530.61,384575.5,571.43,88320.94,295683.14
2023-01-01,2023,1,Europe,raghav,Direct Sales,0.72,1.0457,0.9867,1.0033,0.1905,0.4879,0,30882.0,39.1,1207467.46,544447.08,663020.38,120746.75,241493.49,300780.14,1530.61,299249.53,571.43,68695.96,229982.14
2023-01-01,2023,1,Northeast US,Enterprise,Direct Sales,0.72,1.0457,1.0121,1.0033,0.1446,0.4753,0,21560.0,57.26,1234484.47,556629.05,677855.42,123448.45,246896.89,307510.08,1530.61,305979.47,571.43,70243.85,235164.19
2023-01-01,2023,1,Northeast US,Pro Plan,Direct Sales,0.72,1.0457,1.0121,1.0033,0.0485,0.4506,0,33611.0,50.93,1711762.53,771833.72,939928.8,171176.25,342352.51,426400.05,1530.61,424869.43,571.43,97588.54,326709.46
2023-01-01,2023,1,Northeast US,Apparel,Direct Sales,0.72,1.0457,1.0121,1.0033,0.0736,0.4568,0,32269.0,61.12,1972226.18,889276.78,1082949.39,197222.62,394445.24,491281.54,1530.61,489750.93,571.43,112511.29,376668.22
2023-01-01,2023,1,Northeast US,Footwear,Direct Sales,0.72,1.0457,1.0121,1.0033,0.2828,0.5148,0,43368.0,42.65,1849523.05,833949.94,1015573.11,184952.3,369904.61,460716.19,1530.61,459185.58,571.43,105481.25,353132.9
2023-01-01,2023,1,Northeast US,Accessories,Direct Sales,0.72,1.0457,1.0121,1.0033,0.6713,0.6578,0,30102.0,34.03,1024363.01,461885.28,562477.73,102436.3,204872.6,255168.83,1530.61,253638.21,571.43,58205.36,194861.42
2023-01-01,2023,1,Northeast US,Home & Living,Direct Sales,0.72,1.0457,1.0121,1.0033,0.0877,0.4604,0,30894.0,48.42,1495725.49,674422.63,821302.87,149572.55,299145.1,372585.22,1530.61,371054.61,571.43,85211.13,285272.05
2023-01-01,2023,1,Northeast US,raghav,Direct Sales,0.72,1.0457,1.0121,1.0033,0.0835,0.4593,0,29076.0,40.43,1175568.31,530063.75,645504.56,117556.83,235113.66,292834.07,1530.61,291303.45,571.43,66868.37,223863.66
2023-01-01,2023,1,Southeast US,Enterprise,Direct Sales,0.72,1.0457,0.9882,1.0033,0.2378,0.5014,0,22743.0,55.58,1264141.17,570001.26,694139.92,126414.12,252828.23,314897.57,1530.61,313366.95,571.43,71942.97,240852.55
2023-01-01,2023,1,Southeast US,Pro Plan,Direct Sales,0.72,1.0457,0.9882,1.0033,0.2246,0.4975,0,37114.0,48.2,1788879.67,806605.84,982273.83,178887.97,357775.93,445609.93,1530.61,444079.31,571.43,102006.81,341501.07
2023-01-01,2023,1,Southeast US,Apparel,Direct Sales,0.72,1.0457,0.9882,1.0033,0.2521,0.5056,0,35711.0,57.77,2063085.32,930245.17,1132840.15,206308.53,412617.06,513914.55,1530.61,512383.94,571.43,117716.88,394095.63
2023-01-01,2023,1,Southeast US,Footwear,Direct Sales,0.72,1.0457,0.9882,1.0033,0.2259,0.4979,0,41949.0,43.44,1822373.75,821708.33,1000665.43,182237.38,364474.75,453953.3,1530.61,452422.69,571.43,103925.79,347925.47
2023-01-01,2023,1,Southeast US,Accessories,Direct Sales,0.72,1.0457,0.9882,1.0033,0.1166,0.4679,0,21412.0,41.12,880439.99,396990.39,483449.6,88044.0,176088.0,219317.6,1530.61,217786.99,571.43,49959.58,167255.98
2023-01-01,2023,1,Southeast US,Home & Living,Direct Sales,0.72,1.0457,0.9882,1.0033,0.1469,0.4759,0,31935.0,47.53,1517916.05,684428.35,833487.7,151791.61,303583.21,378112.89,1530.61,376582.28,571.43,86482.5,289528.35
2023-01-01,2023,1,Southeast US,raghav,Direct Sales,0.72,1.0457,0.9882,1.0033,0.2562,0.5068,0,32078.0,38.28,1228048.29,553726.98,674321.32,122804.83,245609.66,305906.83,1530.61,304376.22,571.43,69875.1,233929.69
2023-01-01,2023,1,Midwest US,Enterprise,Direct Sales,0.72,1.0457,1.0189,1.0033,0.4133,0.5569,0,25263.0,52.43,1324585.24,597255.49,727329.76,132458.52,264917.05,329954.18,1530.61,328423.57,571.43,75405.99,252446.15
2023-01-01,2023,1,Midwest US,Pro Plan,Direct Sales,0.72,1.0457,1.0189,1.0033,0.163,0.4803,0,35827.0,49.15,1761036.52,794051.37,966985.15,176103.65,352207.3,438674.2,1530.61,437143.58,571.43,100411.6,336160.56
2023-01-01,2023,1,Midwest US,Apparel,Direct Sales,0.72,1.0457,1.0189,1.0033,0.1562,0.4784,0,33795.0,59.57,2013139.64,907724.66,1105414.98,201313.96,402627.93,501473.08,1530.61,499942.47,571.43,114855.34,384515.7
2023-01-01,2023,1,Midwest US,Footwear,Direct Sales,0.72,1.0457,1.0189,1.0033,0.3978,0.5516,0,46475.0,41.04,1907288.5,859996.39,1047292.12,190728.85,381457.7,475105.57,1530.61,473574.95,571.43,108790.81,364212.71
2023-01-01,2023,1,Midwest US,Accessories,Direct Sales,0.72,1.0457,1.0189,1.0033,0.0819,0.4589,0,21002.0,41.56,872909.84,393595.05,479314.79,87290.98,174581.97,217441.84,1530.61,215911.23,571.43,49528.15,165811.65
2023-01-01,2023,1,Midwest US,Home & Living,Direct Sales,0.72,1.0457,1.0189,1.0033,0.3358,0.5313,0,35648.0,44.71,1593974.31,718723.01,875251.29,159397.43,318794.86,397059.0,1530.61,395528.39,571.43,90840.1,304116.86
2023-01-01,2023,1,Midwest US,raghav,Direct Sales,0.72,1.0457,1.0189,1.0033,0.1179,0.4682,0,29639.0,40.0,1185629.3,534600.25,651029.05,118562.93,237125.86,295340.26,1530.61,293809.65,571.43,67444.79,225793.43
2023-01-01,2023,1,West US,Enterprise,Direct Sales,0.72,1.0457,1.0077,1.0033,0.2439,0.5031,0,22823.0,55.48,1266127.14,570896.73,695230.41,126612.71,253225.43,315392.27,1530.61,313861.66,571.43,72056.75,241233.48
