date,year,month,Region,Product,Channel,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2023-01-01,2023,1,North America,Snacks,Direct Sales,1.0,1.0457,0.9937,1.0033,0.3249,0.8275,0,50457.0,9.49,478684.52,249496.76,229187.77,38294.76,57442.14,133450.86,1250.0,132200.86,500.0,32925.22,98775.65
2023-01-01,2023,1,North America,Beverages,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1402,0.7613,0,46420.0,10.07,467413.14,243621.96,223791.18,37393.05,56089.58,130308.55,1250.0,129058.55,500.0,32139.64,96418.91
2023-01-01,2023,1,North America,Personal Care,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1671,0.7704,0,46973.0,9.98,468999.1,244448.59,224550.52,37519.93,56279.89,130750.7,1250.0,129500.7,500.0,32250.17,96750.52
2023-01-01,2023,1,North America,Household,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1612,0.7684,0,46851.0,10.0,468649.58,244266.41,224383.17,37491.97,56237.95,130653.25,1250.0,129403.25,500.0,32225.81,96677.44
2023-01-01,2023,1,North America,Baby & Child,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1087,0.7509,0,45786.0,10.17,465580.58,242666.81,222913.77,37246.45,55869.67,129797.66,1250.0,128547.66,500.0,32011.91,96035.74
2023-01-01,2023,1,North America,india2,Direct Sales,1.0,1.0457,0.9937,1.0033,0.0853,0.7433,0,45324.0,10.24,464233.87,241964.88,222268.99,37138.71,55708.06,129422.21,1250.0,128172.21,500.0,31918.05,95754.16
2023-01-01,2023,1,Europe,Snacks,Direct Sales,1.0,1.0457,0.9937,1.0033,0.2211,0.7892,0,48117.0,9.81,472234.16,246134.74,226099.42,37778.73,56668.1,131652.59,1250.0,130402.59,500.0,32475.65,97426.94
2023-01-01,2023,1,Europe,Beverages,Direct Sales,1.0,1.0457,0.9937,1.0033,0.2249,0.7905,0,48199.0,9.8,472464.2,246254.64,226209.56,37797.14,56695.7,131716.72,1250.0,130466.72,500.0,32491.68,97475.04
2023-01-01,2023,1,Europe,Personal Care,Direct Sales,1.0,1.0457,0.9937,1.0033,0.2051,0.7835,0,47772.0,9.86,471263.89,245629.02,225634.87,37701.11,56551.67,131382.09,1250.0,130132.09,500.0,32408.02,97224.07
2023-01-01,2023,1,Europe,Household,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1108,0.7516,0,45828.0,10.16,465702.37,242730.28,222972.09,37256.19,55884.28,129831.61,1250.0,128581.61,500.0,32020.4,96061.21
2023-01-01,2023,1,Europe,Baby & Child,Direct Sales,1.0,1.0457,0.9937,1.0033,0.2904,0.8144,0,49658.0,9.6,476506.34,248361.46,228144.88,38120.51,57180.76,132843.61,1250.0,131593.61,500.0,32773.4,98320.21
2023-01-01,2023,1,Europe,india2,Direct Sales,1.0,1.0457,0.9937,1.0033,0.0617,0.7359,0,44867.0,10.32,462892.18,241265.58,221626.61,37031.37,55547.06,129048.17,1250.0,127798.17,500.0,31824.54,95473.63
2023-01-01,2023,1,Asia Pacific,Snacks,Direct Sales,1.0,1.0457,0.9937,1.0033,0.2513,0.8,0,48779.0,9.72,474081.39,247097.54,226983.85,37926.51,56889.77,132167.57,1250.0,130917.57,500.0,32604.39,97813.18
2023-01-01,2023,1,Asia Pacific,Beverages,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1888,0.7778,0,47427.0,9.92,470287.86,245120.3,225167.56,37623.03,56434.54,131109.99,1250.0,129859.99,500.0,32340.0,97019.99
2023-01-01,2023,1,Asia Pacific,Personal Care,Direct Sales,1.0,1.0457,0.9937,1.0033,0.0654,0.737,0,44939.0,10.31,463103.23,241375.58,221727.65,37048.26,55572.39,129107.0,1250.0,127857.0,500.0,31839.25,95517.75
2023-01-01,2023,1,Asia Pacific,Household,Direct Sales,1.0,1.0457,0.9937,1.0033,0.272,0.8076,0,49241.0,9.65,475359.87,247763.9,227595.97,38028.79,57043.18,132523.99,1250.0,131273.99,500.0,32693.5,98080.5
2023-01-01,2023,1,Asia Pacific,Baby & Child,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1746,0.7729,0,47128.0,9.96,469439.62,244678.19,224761.43,37555.17,56332.75,130873.51,1250.0,129623.51,500.0,32280.88,96842.63
2023-01-01,2023,1,Asia Pacific,india2,Direct Sales,1.0,1.0457,0.9937,1.0033,0.4767,0.8898,0,54251.0,9.01,488703.77,254718.92,233984.85,39096.3,58644.45,136244.1,1250.0,134994.1,500.0,33623.52,100870.57
2023-01-01,2023,1,Latin America,Snacks,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1614,0.7685,0,46855.0,10.0,468660.14,244271.91,224388.23,37492.81,56239.22,130656.2,1250.0,129406.2,500.0,32226.55,96679.65
2023-01-01,2023,1,Latin America,Beverages,Direct Sales,1.0,1.0457,0.9937,1.0033,0.4197,0.8655,0,52770.0,9.19,484854.13,252712.44,232141.69,38788.33,58182.5,135170.87,1250.0,133920.87,500.0,33355.22,100065.65
2023-01-01,2023,1,Latin America,Personal Care,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1125,0.7522,0,45862.0,10.16,465800.41,242781.38,223019.02,37264.03,55896.05,129858.94,1250.0,128608.94,500.0,32027.24,96081.71
2023-01-01,2023,1,Latin America,Household,Direct Sales,1.0,1.0457,0.9937,1.0033,0.0444,0.7304,0,44537.0,10.37,461915.12,240756.32,221158.8,36953.21,55429.81,128775.78,1250.0,127525.78,500.0,31756.44,95269.33
2023-01-01,2023,1,Latin America,Baby & Child,Direct Sales,1.0,1.0457,0.9937,1.0033,0.3954,0.8555,0,52160.0,9.26,483246.15,251874.33,231371.81,38659.69,57989.54,134722.58,1250.0,133472.58,500.0,33243.15,99729.44
2023-01-01,2023,1,Latin America,india2,Direct Sales,1.0,1.0457,0.9937,1.0033,0.0262,0.7248,0,44195.0,10.43,460898.5,240226.44,220672.06,36871.88,55307.82,128492.36,1250.0,127242.36,500.0,31685.59,95056.77
2023-01-01,2023,1,Middle East & Africa,Snacks,Direct Sales,1.0,1.0457,0.9937,1.0033,0.0828,0.7426,0,45277.0,10.25,464095.06,241892.53,222202.53,37127.6,55691.41,129383.51,1250.0,128133.51,500.0,31908.38,95725.14
2023-01-01,2023,1,Middle East & Africa,Beverages,Direct Sales,1.0,1.0457,0.9937,1.0033,0.2737,0.8082,0,49279.0,9.65,475463.74,247818.04,227645.7,38037.1,57055.65,132552.95,1250.0,131302.95,500.0,32700.74,98102.21
2023-01-01,2023,1,Middle East & Africa,Personal Care,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1659,0.77,0,46948.0,9.99,468927.45,244411.24,224516.21,37514.2,56271.29,130730.72,1250.0,129480.72,500.0,32245.18,96735.54
2023-01-01,2023,1,Middle East & Africa,Household,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1723,0.7721,0,47080.0,9.97,469303.28,244607.12,224696.15,37544.26,56316.39,130835.5,1250.0,129585.5,500.0,32271.37,96814.12
2023-01-01,2023,1,Middle East & Africa,Baby & Child,Direct Sales,1.0,1.0457,0.9937,1.0033,0.3774,0.8482,0,51716.0,9.32,482068.03,251260.28,230807.74,38565.44,57848.16,134394.14,1250.0,133144.14,500.0,33161.03,99483.1
2023-01-01,2023,1,Middle East & Africa,india2,Direct Sales,1.0,1.0457,0.9937,1.0033,0.3053,0.82,0,50000.0,9.55,477441.96,248849.11,228592.84,38195.36,57293.03,133104.45,1250.0,131854.45,500.0,32838.61,98515.84
2023-01-01,2023,1,india,Snacks,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1287,0.7575,0,46186.0,10.11,466739.07,243270.63,223468.45,37339.13,56008.69,130120.63,1250.0,128870.63,500.0,32092.66,96277.97
2023-01-01,2023,1,india,Beverages,Direct Sales,1.0,1.0457,0.9937,1.0033,0.0373,0.7283,0,44404.0,10.39,461522.01,240551.42,220970.58,36921.76,55382.64,128666.18,1250.0,127416.18,500.0,31729.05,95187.14
2023-01-01,2023,1,india,Personal Care,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1133,0.7524,0,45877.0,10.15,465846.07,242805.18,223040.89,37267.69,55901.53,129871.67,1250.0,128621.67,500.0,32030.42,96091.26
2023-01-01,2023,1,india,Household,Direct Sales,1.0,1.0457,0.9937,1.0033,0.1178,0.7539,0,45967.0,10.14,466106.12,242940.72,223165.39,37288.49,55932.73,129944.17,1250.0,128694.17,500.0,32048.54,96145.63
2023-01-01,2023,1,india,Baby & Child,Direct Sales,1.0,1.0457,0.9937,1.0033,0.3,0.818,0,49878.0,9.57,477107.83,248674.96,228432.87,38168.63,57252.94,133011.3,1250.0,131761.3,500.0,32815.33,98445.98
2023-01-01,2023,1,india,india2,Direct Sales,1.0,1.0457,0.9937,1.0033,0.4305,0.87,0,53045.0,9.15,485574.41,253087.86,232486.55,38845.95,58268.93,135371.67,1250.0,134121.67,500.0,33405.42,100216.25
2023-02-01,2023,2,North America,Snacks,Direct Sales,1.0,0.8783,0.9886,1.0067,0.0595,0.6989,0,42612.0,10.32,439862.08,230447.22,209414.87,35188.97,52783.45,121442.45,1250.0,120192.45,500.0,29923.11,89769.34
2023-02-01,2023,2,North America,Beverages,Direct Sales,1.0,0.8783,0.9886,1.0067,0.1612,0.7304,0,44536.0,10.0,445446.04,233372.7,212073.35,35635.68,53453.52,122984.14,1250.0,121734.14,500.0,30308.53,90925.6
2023-02-01,2023,2,North America,Personal Care,Direct Sales,1.0,0.8783,0.9886,1.0067,0.3529,0.797,0,48597.0,9.4,456693.28,239265.21,217428.07,36535.46,54803.19,126089.41,1250.0,124839.41,500.0,31084.85,93254.56
2023-02-01,2023,2,North America,Household,Direct Sales,1.0,0.8783,0.9886,1.0067,0.127,0.7196,0,43873.0,10.11,443542.55,232375.44,211167.11,35483.4,53225.11,122458.6,1250.0,121208.6,500.0,30177.15,90531.45
2023-02-01,2023,2,North America,Baby & Child,Direct Sales,1.0,0.8783,0.9886,1.0067,0.289,0.7737,0,47175.0,9.6,452834.92,237243.79,215591.13,36226.79,54340.19,125024.15,1250.0,123774.15,500.0,30818.54,92455.61
2023-02-01,2023,2,North America,india2,Direct Sales,1.0,0.8783,0.9886,1.0067,0.2594,0.7633,0,46541.0,9.69,451087.69,236328.4,214759.29,36087.02,54130.52,124541.75,1250.0,123291.75,500.0,30697.94,92093.81
2023-02-01,2023,2,Europe,Snacks,Direct Sales,1.0,0.8783,0.9886,1.0067,0.2536,0.7613,0,46418.0,9.71,450746.84,236149.83,214597.02,36059.75,54089.62,124447.65,1250.0,123197.65,500.0,30674.41,92023.24
2023-02-01,2023,2,Europe,Beverages,Direct Sales,1.0,0.8783,0.9886,1.0067,0.1458,0.7255,0,44236.0,10.05,444586.6,232922.43,211664.17,35566.93,53350.39,122746.85,1250.0,121496.85,500.0,30249.21,90747.64
2023-02-01,2023,2,Europe,Personal Care,Direct Sales,1.0,0.8783,0.9886,1.0067,0.0953,0.7097,0,43272.0,10.21,441797.24,231461.06,210336.18,35343.78,53015.67,121976.73,1250.0,120726.73,500.0,30056.68,90170.05
2023-02-01,2023,2,Europe,Household,Direct Sales,1.0,0.8783,0.9886,1.0067,0.1556,0.7286,0,44427.0,10.02,445134.32,233209.38,211924.94,35610.75,53416.12,122898.07,1250.0,121648.07,500.0,30287.02,90861.05
2023-02-01,2023,2,Europe,Baby & Child,Direct Sales,1.0,0.8783,0.9886,1.0067,0.2659,0.7656,0,46679.0,9.67,451469.08,236528.21,214940.87,36117.53,54176.29,124647.05,1250.0,123397.05,500.0,30724.26,92172.79
2023-02-01,2023,2,Europe,india2,Direct Sales,1.0,0.8783,0.9886,1.0067,0.0282,0.6896,0,42047.0,10.42,438187.88,229570.09,208617.79,35055.03,52582.55,120980.22,1250.0,119730.22,500.0,29807.55,89422.66
2023-02-01,2023,2,Asia Pacific,Snacks,Direct Sales,1.0,0.8783,0.9886,1.0067,0.5408,0.8731,0,53236.0,8.81,468746.0,245579.73,223166.27,37499.68,56249.52,129417.07,1250.0,128167.07,500.0,31916.77,95750.3
2023-02-01,2023,2,Asia Pacific,Beverages,Direct Sales,1.0,0.8783,0.9886,1.0067,0.0175,0.6865,0,41858.0,10.45,437625.44,229275.42,208350.02,35010.04,52515.05,120824.93,1250.0,119574.93,500.0,29768.73,89306.2
2023-02-01,2023,2,Asia Pacific,Personal Care,Direct Sales,1.0,0.8783,0.9886,1.0067,0.0315,0.6906,0,42107.0,10.41,438366.15,229663.48,208702.66,35069.29,52603.94,121029.43,1250.0,119779.43,500.0,29819.86,89459.58
2023-02-01,2023,2,Asia Pacific,Household,Direct Sales,1.0,0.8783,0.9886,1.0067,0.0837,0.7062,0,43056.0,10.25,441168.04,231131.42,210036.62,35293.44,52940.16,121803.02,1250.0,120553.02,500.0,30013.25,90039.76
2023-02-01,2023,2,Asia Pacific,Baby & Child,Direct Sales,1.0,0.8783,0.9886,1.0067,0.1329,0.7214,0,43986.0,10.09,443868.99,232546.46,211322.52,35509.52,53264.28,122548.73,1250.0,121298.73,500.0,30199.68,90599.04
2023-02-01,2023,2,Asia Pacific,india2,Direct Sales,1.0,0.8783,0.9886,1.0067,0.1759,0.7352,0,44827.0,9.96,446276.84,233807.96,212468.88,35702.15,53553.22,123213.51,1250.0,121963.51,500.0,30365.88,91097.64
2023-02-01,2023,2,Latin America,Snacks,Direct Sales,1.0,0.8783,0.9886,1.0067,0.1799,0.7365,0,44906.0,9.94,446502.18,233926.01,212576.16,35720.17,53580.26,123275.73,1250.0,122025.73,500.0,30381.43,91144.3
2023-02-01,2023,2,Latin America,Beverages,Direct Sales,1.0,0.8783,0.9886,1.0067,0.1935,0.741,0,45180.0,9.9,447277.38,234332.15,212945.23,35782.19,53673.29,123489.76,1250.0,122239.76,500.0,30434.94,91304.82
