date,year,month,scenario,units,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income,gross_margin_pct,ebitda_margin_pct,net_margin_pct
2023-01-01,2023,1,Base,1720053.0,16961169.15,8840387.47,8120781.65,1356893.54,2035340.27,4728547.8,45000.0,4683547.8,18000.0,1166386.95,3499160.87,47.88,27.88,20.63
2023-02-01,2023,2,Base,1636628.0,16125803.52,8448435.71,7677367.83,1290064.28,1935096.44,4452207.12,45000.0,4407207.12,18000.0,1097301.76,3291905.34,47.61,27.61,20.41
2023-03-01,2023,3,Base,1707126.0,16836061.41,8827780.79,8008280.61,1346884.9,2020327.35,4641068.3,45000.0,4596068.3,18000.0,1144517.08,3433551.27,47.57,27.57,20.39
2023-04-01,2023,4,Base,1753142.0,17453239.91,9198825.35,8254414.56,1396259.2,2094388.79,4763766.56,45000.0,4718766.56,18000.0,1175191.64,3525574.92,47.29,27.29,20.2
2023-05-01,2023,5,Base,1587189.0,15794799.47,8371100.61,7423698.84,1263583.98,1895375.92,4264738.97,45000.0,4219738.97,18000.0,1050434.75,3151304.23,47.0,27.0,19.95
2023-06-01,2023,6,Base,1519942.0,15062219.25,8028543.08,7033676.14,1204977.57,1807466.31,4021232.3,45000.0,3976232.3,18000.0,989558.09,2968674.22,46.7,26.7,19.71
2023-07-01,2023,7,Base,1517808.0,15416894.4,8378981.1,7037913.27,1233351.55,1850027.33,3954534.4,45000.0,3909534.4,18000.0,972883.59,2918650.8,45.65,25.65,18.93
2023-08-01,2023,8,Base,1521019.0,15457518.55,8392779.41,7064739.15,1236601.49,1854902.21,3973235.42,45000.0,3928235.42,18000.0,977558.84,2932676.57,45.7,25.7,18.97
2023-09-01,2023,9,Base,1584793.0,15822429.1,8575253.71,7247175.39,1265794.36,1898691.49,4082689.59,45000.0,4037689.59,18000.0,1004922.39,3014767.17,45.8,25.8,19.05
2023-10-01,2023,10,Base,1574529.0,15482347.81,8355638.97,7126708.86,1238587.85,1857881.74,4030239.3,45000.0,3985239.3,18000.0,991809.83,2975429.46,46.03,26.03,19.22
2023-11-01,2023,11,Base,1619507.0,16309518.67,8865834.67,7443683.99,1304761.51,1957142.24,4181780.25,45000.0,4136780.25,18000.0,1029695.07,3089085.2,45.64,25.64,18.94
2023-12-01,2023,12,Base,1664893.0,16905384.68,9294859.22,7610525.47,1352430.76,2028646.15,4229448.54,45000.0,4184448.54,18000.0,1041612.13,3124836.39,45.02,25.02,18.48
2024-01-01,2024,1,Base,1689900.0,16944859.57,9329440.04,7615419.49,1355588.74,2033383.15,4226447.6,45000.0,4181447.6,18000.0,1040861.91,3122585.73,44.94,24.94,18.43
2024-02-01,2024,2,Base,1736989.0,17624192.48,9660364.3,7963828.2,1409935.42,2114903.08,4438989.67,45000.0,4393989.67,18000.0,1093997.42,3281992.24,45.19,25.19,18.62
2024-03-01,2024,3,Base,1790589.0,17831169.52,9731999.9,8099169.61,1426493.55,2139740.34,4532935.7,45000.0,4487935.7,18000.0,1117483.93,3352451.8,45.42,25.42,18.8
2024-04-01,2024,4,Base,1681727.0,16854206.5,9268097.4,7586109.04,1348336.52,2022504.78,4215267.77,45000.0,4170267.77,18000.0,1038066.94,3114200.83,45.01,25.01,18.48
2024-05-01,2024,5,Base,1675803.0,16991659.89,9421325.64,7570334.23,1359332.81,2038999.21,4172002.24,45000.0,4127002.24,18000.0,1027250.55,3081751.68,44.55,24.55,18.14
2024-06-01,2024,6,Base,1558974.0,16066492.26,8968137.67,7098354.63,1285319.41,1927979.07,3885056.11,45000.0,3840056.11,18000.0,955514.02,2866542.08,44.18,24.18,17.84
2024-07-01,2024,7,Base,1651533.0,16866218.39,9385889.33,7480329.06,1349297.5,2023946.19,4107085.4,45000.0,4062085.4,18000.0,1011021.35,3033064.02,44.35,24.35,17.98
2024-08-01,2024,8,Base,1636016.0,16729632.47,9348912.3,7380720.27,1338370.59,2007555.87,4034793.73,45000.0,3989793.73,18000.0,992948.45,2978845.29,44.12,24.12,17.81
2024-09-01,2024,9,Base,1617707.0,16536116.24,9270926.5,7265189.77,1322889.32,1984333.93,3957966.5,45000.0,3912966.5,18000.0,973741.62,2921224.87,43.94,23.94,17.67
2024-10-01,2024,10,Base,1555605.0,15986569.79,8999498.82,6987070.98,1278925.56,1918388.42,3789757.02,45000.0,3744757.02,18000.0,931689.25,2795067.76,43.71,23.71,17.48
2024-11-01,2024,11,Base,1649731.0,16995003.43,9657267.14,7337736.23,1359600.26,2039400.42,3938735.56,45000.0,3893735.56,18000.0,968933.9,2906801.69,43.18,23.18,17.1
2024-12-01,2024,12,Base,1636871.0,16775194.62,9571903.47,7203291.2,1342015.59,2013023.33,3848252.27,45000.0,3803252.27,18000.0,946313.06,2838939.21,42.94,22.94,16.92
