date,year,month,scenario,units,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income,gross_margin_pct,ebitda_margin_pct,net_margin_pct
2024-01-01,2024,1,Base,13848.0,9367899.53,1688118.92,7679780.61,2060937.89,3278764.83,2340077.89,95000.0,2245077.89,42000.0,462646.35,1740431.53,81.98,24.98,18.58
2024-02-01,2024,2,Base,12585.0,8648542.15,1561184.51,7087357.65,1902679.28,3026989.76,2157688.61,95000.0,2062688.61,42000.0,424344.61,1596344.0,81.95,24.95,18.46
2024-03-01,2024,3,Base,13547.0,9305803.7,1681954.0,7623849.69,2047276.81,3257031.29,2319541.59,95000.0,2224541.59,42000.0,458333.73,1724207.87,81.93,24.93,18.53
2024-04-01,2024,4,Base,14633.0,9882870.88,1790830.74,8092040.14,2174231.59,3459004.82,2458803.75,95000.0,2363803.75,42000.0,487578.79,1834224.96,81.88,24.88,18.56
2024-05-01,2024,5,Base,12405.0,8361776.7,1516751.31,6845025.38,1839590.87,2926621.84,2078812.66,95000.0,1983812.66,42000.0,407780.67,1534032.01,81.86,24.86,18.35
2024-06-01,2024,6,Base,11276.0,7687657.26,1397578.27,6290078.99,1691284.59,2690680.04,1908114.34,95000.0,1813114.34,42000.0,371934.02,1399180.34,81.82,24.82,18.2
2024-07-01,2024,7,Base,12311.0,8044469.11,1469719.51,6574749.6,1769783.2,2815564.19,1989402.19,95000.0,1894402.19,42000.0,389004.47,1463397.74,81.73,24.73,18.19
2024-08-01,2024,8,Base,12054.0,8174755.55,1495681.04,6679074.49,1798446.22,2861164.44,2019463.84,95000.0,1924463.84,42000.0,395317.4,1487146.43,81.7,24.7,18.19
2024-09-01,2024,9,Base,12169.0,8482185.0,1553103.36,6929081.63,1866080.7,2968764.75,2094236.19,95000.0,1999236.19,42000.0,411019.6,1546216.58,81.69,24.69,18.23
2024-10-01,2024,10,Base,11938.0,7994666.72,1460651.26,6534015.46,1758826.68,2798133.36,1977055.43,95000.0,1882055.43,42000.0,386411.63,1453643.79,81.73,24.73,18.18
2024-11-01,2024,11,Base,13381.0,8840126.41,1620447.59,7219678.82,1944827.81,3094044.25,2180806.77,95000.0,2085806.77,42000.0,429199.42,1614607.34,81.67,24.67,18.26
2024-12-01,2024,12,Base,14489.0,9384726.81,1722624.95,7662101.85,2064639.9,3284654.38,2312807.58,95000.0,2217807.58,42000.0,456919.59,1718887.99,81.64,24.64,18.32
2025-01-01,2025,1,Base,13880.0,9493582.21,1748549.24,7745032.96,2088588.09,3322753.77,2333691.11,95000.0,2238691.11,42000.0,461305.14,1735385.97,81.58,24.58,18.28
2025-02-01,2025,2,Base,15212.0,10109279.33,1862644.41,8246634.91,2224041.44,3538247.76,2484345.7,95000.0,2389345.7,42000.0,492942.6,1854403.11,81.57,24.57,18.34
2025-03-01,2025,3,Base,14901.0,10307154.94,1898531.03,8408623.92,2267574.08,3607504.22,2533545.6,95000.0,2438545.6,42000.0,503274.57,1893271.03,81.58,24.58,18.37
2025-04-01,2025,4,Base,13916.0,9359068.59,1726115.75,7632952.84,2058995.1,3275674.01,2298283.74,95000.0,2203283.74,42000.0,453869.59,1707414.16,81.56,24.56,18.24
2025-05-01,2025,5,Base,14023.0,9616222.76,1775756.1,7840466.66,2115569.01,3365677.97,2359219.67,95000.0,2264219.67,42000.0,466666.13,1755553.55,81.53,24.53,18.26
2025-06-01,2025,6,Base,12972.0,8830622.62,1632047.26,7198575.36,1942736.97,3090717.91,2165120.47,95000.0,2070120.47,42000.0,425905.29,1602215.17,81.52,24.52,18.14
2025-07-01,2025,7,Base,13849.0,9561666.16,1768338.62,7793327.54,2103566.56,3346583.15,2343177.83,95000.0,2248177.83,42000.0,463297.35,1742880.49,81.51,24.51,18.23
2025-08-01,2025,8,Base,14033.0,9355590.15,1733907.63,7621682.51,2058229.84,3274456.55,2288996.13,95000.0,2193996.13,42000.0,451919.18,1700076.94,81.47,24.47,18.17
2025-09-01,2025,9,Base,13558.0,9216178.05,1708241.27,7507936.78,2027559.17,3225662.31,2254715.29,95000.0,2159715.29,42000.0,444720.21,1672995.08,81.46,24.46,18.15
2025-10-01,2025,10,Base,12964.0,8708646.68,1617050.05,7091596.63,1915902.27,3048026.33,2127668.02,95000.0,2032668.02,42000.0,418040.29,1572627.74,81.43,24.43,18.06
2025-11-01,2025,11,Base,14478.0,9613707.29,1792732.79,7820974.51,2115015.6,3364797.55,2341161.35,95000.0,2246161.35,42000.0,462873.89,1741287.46,81.35,24.35,18.11
2025-12-01,2025,12,Base,13817.0,9480367.92,1773320.61,7707047.3,2085680.94,3318128.77,2303237.6,95000.0,2208237.6,42000.0,454909.9,1711327.71,81.29,24.29,18.05
