date,year,month,scenario,units,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income,gross_margin_pct,ebitda_margin_pct,net_margin_pct
2024-01-01,2024,1,Base,7623053.0,76801092.49,39983160.76,36817931.71,6144087.38,9216131.09,21457713.27,44999.64,21412713.2,18000.36,5348678.32,16046034.96,47.94,27.94,20.89
2024-02-01,2024,2,Base,7215069.0,72902805.63,38076873.2,34825932.43,5832224.41,8748336.68,20245371.29,44999.64,20200371.25,18000.36,5045592.81,15136778.52,47.77,27.77,20.76
2024-03-01,2024,3,Base,7458481.0,75921246.42,39708531.74,36212714.69,6073699.75,9110549.55,21028465.43,44999.64,20983465.37,18000.36,5241366.33,15724099.01,47.7,27.7,20.71
2024-04-01,2024,4,Base,7915344.0,79453789.55,41751897.87,37701891.61,6356303.21,9534454.76,21811133.68,44999.64,21766133.76,18000.36,5437033.4,16311100.27,47.45,27.45,20.53
2024-05-01,2024,5,Base,7095733.0,71689726.19,37691225.18,33998500.98,5735178.08,8602767.17,19660555.78,44999.64,19615555.77,18000.36,4899388.93,14698166.88,47.42,27.42,20.5
2024-06-01,2024,6,Base,6765708.0,68284292.6,35982178.8,32302113.87,5462743.41,8194115.14,18645255.32,44999.64,18600255.29,18000.36,4645563.81,13936691.47,47.31,27.31,20.41
2024-07-01,2024,7,Base,7012921.0,70611602.0,37491668.2,33119933.81,5648928.18,8473392.25,18997613.43,44999.64,18952613.42,18000.36,4733653.36,14200960.02,46.9,26.9,20.11
2024-08-01,2024,8,Base,6893320.0,70432370.25,37427596.41,33004773.88,5634589.64,8451884.47,18918299.8,44999.64,18873299.76,18000.36,4713824.91,14141474.79,46.86,26.86,20.08
2024-09-01,2024,9,Base,7071990.0,71780127.55,38214443.9,33565683.65,5742410.2,8613615.34,19209658.1,44999.64,19164658.1,18000.36,4786664.54,14359993.62,46.76,26.76,20.01
2024-10-01,2024,10,Base,6893987.0,69856958.03,37024292.18,32832665.79,5588556.63,8382834.93,18861274.18,44999.64,18816274.23,18000.36,4699568.56,14098705.66,47.0,27.0,20.18
2024-11-01,2024,11,Base,7364079.0,74383299.34,39589151.51,34794147.84,5950663.92,8925995.96,19917487.99,44999.64,19872487.99,18000.36,4963621.95,14890865.96,46.78,26.78,20.02
2024-12-01,2024,12,Base,7461075.0,76796791.94,40916609.86,35880182.07,6143743.39,9215615.0,20520823.75,44999.64,20475823.72,18000.36,5114455.91,15343367.81,46.72,26.72,19.98
2025-01-01,2025,1,Base,7466834.0,76671422.28,41043808.61,35627613.67,6133713.79,9200570.69,20293329.22,44999.64,20248329.21,18000.36,5057582.36,15172746.96,46.47,26.47,19.79
2025-02-01,2025,2,Base,7897211.0,80367669.96,43036801.0,37330868.94,6429413.61,9644120.41,21257334.95,44999.64,21212334.97,18000.36,5298583.74,15895751.23,46.45,26.45,19.78
2025-03-01,2025,3,Base,7948571.0,80788209.56,43248326.28,37539883.24,6463056.79,9694585.16,21382241.32,44999.64,21337241.29,18000.36,5329810.34,15989430.96,46.47,26.47,19.79
2025-04-01,2025,4,Base,7506037.0,76493581.6,40996113.57,35497467.98,6119486.53,9179229.8,20198751.72,44999.64,20153751.68,18000.36,5033937.92,15101813.75,46.41,26.41,19.74
2025-05-01,2025,5,Base,7637518.0,77544794.31,41593407.49,35951386.85,6203583.55,9305375.34,20442427.98,44999.64,20397427.98,18000.36,5094856.95,15284570.98,46.36,26.36,19.71
2025-06-01,2025,6,Base,7208915.0,73647612.74,39537655.06,34109957.65,5891809.08,8837713.53,19380435.09,44999.64,19335435.17,18000.36,4829358.78,14488076.31,46.32,26.32,19.67
2025-07-01,2025,7,Base,7515516.0,76955804.2,41373881.94,35581922.25,6156464.33,9234696.5,20190761.4,44999.64,20145761.46,18000.36,5031940.35,15095821.08,46.24,26.24,19.62
2025-08-01,2025,8,Base,7470155.0,76377679.47,41175197.9,35202481.57,6110214.37,9165321.49,19926945.67,44999.64,19881945.65,18000.36,4965986.36,14897959.25,46.09,26.09,19.51
2025-09-01,2025,9,Base,7322825.0,75310474.03,40553550.21,34756923.78,6024837.97,9037256.91,19694828.99,44999.64,19649829.0,18000.36,4907957.23,14723871.77,46.15,26.15,19.55
2025-10-01,2025,10,Base,7100012.0,73011149.8,39391000.26,33620149.51,5840891.96,8761337.98,19017919.55,44999.64,18972919.58,18000.36,4738729.89,14216189.68,46.05,26.05,19.47
2025-11-01,2025,11,Base,7710257.0,78081747.05,42421059.4,35660687.6,6246539.71,9369809.67,20044338.2,44999.64,19999338.2,18000.36,4995334.51,14986003.67,45.67,25.67,19.19
2025-12-01,2025,12,Base,7407773.0,76416304.47,41769632.9,34646671.49,6113304.37,9169956.52,19363410.64,44999.64,19318410.67,18000.36,4825102.66,14475307.98,45.34,25.34,18.94
