date,year,month,region,product,channel,seasonality_index,sentiment_index,fx_rate,inflation_index,promo_depth,capacity_utilization,stockout_flag,units,price,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income
2024-01-01,2024,1,North America,Enterprise,Partner Network,1.0,1.0457,0.9937,1.0012,0.1659,0.2261,0,3638.0,753.03,2739795.35,493440.57,2246354.79,602754.98,958928.37,684671.43,3800.0,680871.43,1680.0,142630.2,536561.23
2024-01-01,2024,1,North America,Pro Plan,Partner Network,1.0,1.0457,0.9937,1.0012,0.1723,0.2264,0,1779.0,812.11,1444696.4,260191.63,1184504.77,317833.21,505643.74,361027.82,3800.0,357227.82,1680.0,74665.04,280882.78
2024-01-01,2024,1,North America,a,Partner Network,1.0,1.0457,0.9937,1.0012,0.3774,0.2373,0,5289.0,963.86,5097789.55,918118.27,4179671.28,1121513.7,1784226.34,1273931.24,3800.0,1270131.24,1680.0,266374.76,1002076.48
2024-01-01,2024,1,North America,b,Partner Network,1.0,1.0457,0.9937,1.0012,0.3053,0.2333,0,3883.0,616.47,2393880.05,431140.79,1962739.26,526653.61,837858.02,598227.63,3800.0,594427.63,1680.0,124477.0,468270.63
2024-01-01,2024,1,North America,c,Partner Network,1.0,1.0457,0.9937,1.0012,0.1287,0.2243,0,4170.0,634.3,2644740.5,476321.07,2168419.43,581842.91,925659.18,660917.35,3800.0,657117.35,1680.0,137641.84,517795.5
2024-01-01,2024,1,Europe,Enterprise,Partner Network,1.0,1.0457,1.0097,1.0012,0.0373,0.2199,0,3538.0,783.6,2772701.11,499366.94,2273334.18,609994.25,970445.39,692894.54,3800.0,689094.54,1680.0,144357.05,543057.49
2024-01-01,2024,1,Europe,Pro Plan,Partner Network,1.0,1.0457,1.0097,1.0012,0.1133,0.2235,0,1756.0,827.26,1452730.15,261638.52,1191091.64,319600.63,508455.55,363035.45,3800.0,359235.45,1680.0,75086.64,282468.8
2024-01-01,2024,1,Europe,a,Partner Network,1.0,1.0457,1.0097,1.0012,0.1178,0.2237,0,4986.0,1048.51,5228168.13,941599.62,4286568.52,1150196.99,1829858.85,1306512.68,3800.0,1302712.68,1680.0,273216.86,1027815.82
2024-01-01,2024,1,Europe,b,Partner Network,1.0,1.0457,1.0097,1.0012,0.3,0.233,0,3878.0,617.55,2395137.28,431367.22,1963770.06,526930.2,838298.05,598541.81,3800.0,594741.81,1680.0,124542.98,468518.83
2024-01-01,2024,1,Europe,c,Partner Network,1.0,1.0457,1.0097,1.0012,0.4305,0.2403,0,4468.0,574.56,2567419.54,462395.47,2105024.07,564832.3,898596.84,641594.93,3800.0,637794.93,1680.0,133584.14,502530.8
2024-01-01,2024,1,d,Enterprise,Partner Network,1.0,1.0457,0.9867,1.0012,0.0595,0.2209,0,3555.0,778.33,2767087.88,498355.99,2268731.89,608759.33,968480.76,691491.8,3800.0,687691.8,1680.0,144062.48,541949.32
2024-01-01,2024,1,d,Pro Plan,Partner Network,1.0,1.0457,0.9867,1.0012,0.1612,0.2258,0,1775.0,814.96,1446216.9,260465.47,1185751.42,318167.72,506175.91,361407.79,3800.0,357607.79,1680.0,74744.84,281182.96
2024-01-01,2024,1,d,a,Partner Network,1.0,1.0457,0.9867,1.0012,0.3529,0.2359,0,5258.0,971.85,5110432.6,920395.3,4190037.3,1124295.17,1788651.41,1277090.72,3800.0,1273290.72,1680.0,267038.25,1004572.47
2024-01-01,2024,1,d,b,Partner Network,1.0,1.0457,0.9867,1.0012,0.127,0.2242,0,3731.0,652.76,2435310.46,438602.46,1996708.0,535768.3,852358.66,608581.04,3800.0,604781.04,1680.0,126651.22,476449.82
2024-01-01,2024,1,d,c,Partner Network,1.0,1.0457,0.9867,1.0012,0.289,0.2325,0,4322.0,602.57,2604334.33,469043.87,2135290.46,572953.55,911517.01,650819.89,3800.0,647019.89,1680.0,135521.38,509818.52
2024-01-01,2024,1,e,Enterprise,Partner Network,1.0,1.0457,0.981,1.0012,0.2594,0.2309,0,3715.0,730.8,2715279.97,489025.32,2226254.65,597361.59,950347.99,678545.07,3800.0,674745.07,1680.0,141343.66,531721.41
2024-01-01,2024,1,e,Pro Plan,Partner Network,1.0,1.0457,0.981,1.0012,0.2536,0.2306,0,1812.0,791.21,1433442.37,258164.76,1175277.61,315357.32,501704.83,358215.46,3800.0,354415.46,1680.0,74074.45,278661.01
2024-01-01,2024,1,e,a,Partner Network,1.0,1.0457,0.981,1.0012,0.1458,0.2251,0,5017.0,1039.37,5214454.1,939129.7,4275324.4,1147179.9,1825058.93,1303085.56,3800.0,1299285.56,1680.0,272497.17,1025108.39
2024-01-01,2024,1,e,b,Partner Network,1.0,1.0457,0.981,1.0012,0.0953,0.2226,0,3705.0,659.22,2442522.37,439901.33,2002621.03,537354.92,854882.83,610383.29,3800.0,606583.29,1680.0,127029.69,477873.6
2024-01-01,2024,1,e,c,Partner Network,1.0,1.0457,0.981,1.0012,0.1556,0.2256,0,4194.0,628.97,2638052.03,475116.47,2162935.57,580371.45,923318.21,659245.91,3800.0,655445.91,1680.0,137290.84,516475.07
