date,year,month,scenario,units,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income,gross_margin_pct,ebitda_margin_pct,net_margin_pct
2024-01-01,2024,1,Base,93145.0,71861962.88,12942429.36,58919533.54,15809631.83,25151687.0,17958214.68,95000.0,17863214.68,42000.0,3742455.07,14078759.62,81.99,24.99,19.59
2024-02-01,2024,2,Base,85390.0,66102061.49,11925849.19,54176212.28,14542453.53,23135721.52,16498037.24,95000.0,16403037.24,42000.0,3435817.82,12925219.41,81.96,24.96,19.55
2024-03-01,2024,3,Base,92251.0,70866846.79,12793133.06,58073713.78,15590706.29,24803396.4,17679611.05,95000.0,17584611.05,42000.0,3683948.34,13858662.77,81.95,24.95,19.56
2024-04-01,2024,4,Base,97738.0,76036641.74,13765101.62,62271540.1,16728061.16,26612824.62,18930654.32,95000.0,18835654.32,42000.0,3946667.43,14846986.92,81.9,24.9,19.53
2024-05-01,2024,5,Base,82061.0,64509494.32,11689715.07,52819779.32,14192088.77,22578323.01,16049367.5,95000.0,15954367.5,42000.0,3341597.19,12570770.32,81.88,24.88,19.49
2024-06-01,2024,6,Base,75792.0,58953383.32,10689037.05,48264346.27,12969744.32,20633684.17,14660917.73,95000.0,14565917.73,42000.0,3050022.75,11473895.04,81.87,24.87,19.46
2024-07-01,2024,7,Base,80854.0,62360533.87,11346679.07,51013854.83,13719317.45,21826186.87,15468350.5,95000.0,15373350.5,42000.0,3219583.6,12111766.89,81.8,24.8,19.42
2024-08-01,2024,8,Base,81152.0,62699121.49,11401172.46,51297948.99,13793806.75,21944692.54,15559449.75,95000.0,15464449.75,42000.0,3238714.45,12183735.31,81.82,24.82,19.43
2024-09-01,2024,9,Base,82236.0,65007122.41,11830598.76,53176523.62,14301566.93,22752492.83,16122463.86,95000.0,16027463.86,42000.0,3356947.39,12628516.46,81.8,24.8,19.43
2024-10-01,2024,10,Base,78537.0,61831924.3,11234973.73,50596950.57,13603023.34,21641173.52,15352753.71,95000.0,15257753.71,42000.0,3195308.28,12020445.46,81.83,24.83,19.44
2024-11-01,2024,11,Base,87937.0,68519101.96,12468940.68,56050161.28,15074202.44,23981685.69,16994273.16,95000.0,16899273.16,42000.0,3540027.36,13317245.78,81.8,24.8,19.44
2024-12-01,2024,12,Base,94421.0,72899027.28,13266964.31,59632062.95,16037786.0,25514659.54,18079617.41,95000.0,17984617.41,42000.0,3767949.64,14174667.75,81.8,24.8,19.44
2025-01-01,2025,1,Base,94861.0,72344839.09,13184924.93,59159914.18,15915864.62,25320693.67,17923355.9,95000.0,17828355.9,42000.0,3735134.72,14051221.15,81.77,24.77,19.42
2025-02-01,2025,2,Base,100887.0,78034019.21,14232874.3,63801144.91,17167484.21,27311906.73,19321753.96,95000.0,19226753.96,42000.0,4028798.34,15155955.64,81.76,24.76,19.42
2025-03-01,2025,3,Base,101339.0,78595467.26,14344337.15,64251130.13,17291002.81,27508413.53,19451713.78,95000.0,19356713.78,42000.0,4056089.9,15258623.89,81.75,24.75,19.41
2025-04-01,2025,4,Base,92679.0,72105200.3,13173640.88,58931559.44,15863144.05,25236820.09,17831595.27,95000.0,17736595.27,42000.0,3715865.03,13978730.27,81.73,24.73,19.39
2025-05-01,2025,5,Base,94495.0,73713135.01,13474260.66,60238874.35,16216889.71,25799597.24,18222387.38,95000.0,18127387.38,42000.0,3797931.35,14287456.06,81.72,24.72,19.38
2025-06-01,2025,6,Base,87581.0,67671287.7,12376859.27,55294428.44,14887683.31,23684950.71,16721794.45,95000.0,16626794.45,42000.0,3482806.83,13101987.62,81.71,24.71,19.36
2025-07-01,2025,7,Base,93850.0,73151515.58,13386557.82,59764957.75,16093333.44,25603030.43,18068593.87,95000.0,17973593.87,42000.0,3765634.71,14165959.14,81.7,24.7,19.37
2025-08-01,2025,8,Base,93010.0,72048264.33,13222792.36,58825471.93,15850618.13,25216892.53,17757961.29,95000.0,17662961.29,42000.0,3700401.85,13920559.4,81.65,24.65,19.32
2025-09-01,2025,9,Base,91799.0,70475176.14,12934433.78,57540742.35,15504538.75,24666311.65,17369891.94,95000.0,17274891.94,42000.0,3618907.31,13613984.64,81.65,24.65,19.32
2025-10-01,2025,10,Base,86639.0,66990379.62,12296587.11,54693792.51,14737883.5,23446632.86,16509276.16,95000.0,16414276.16,42000.0,3438178.0,12934098.16,81.64,24.64,19.31
2025-11-01,2025,11,Base,95207.0,74592745.67,13700033.66,60892712.01,16410404.03,26107460.97,18374846.93,95000.0,18279846.93,42000.0,3829947.84,14407899.1,81.63,24.63,19.32
2025-12-01,2025,12,Base,93064.0,72659942.75,13377255.71,59282687.06,15985187.39,25430979.97,17866519.68,95000.0,17771519.68,42000.0,3723199.15,14006320.53,81.59,24.59,19.28
