date,year,month,scenario,units,revenue,cogs,gross_profit,marketing_expense,other_opex,ebitda,depreciation,ebit,interest,taxes,net_income,gross_margin_pct,ebitda_margin_pct,net_margin_pct
2024-01-01,2024,1,Base,8958836.0,101313765.74,52744621.85,48569143.89,8105101.28,12157651.86,28306390.71,45000.0,28261390.71,18000.0,7060847.64,21182543.03,47.94,27.94,20.91
2024-02-01,2024,2,Base,8508518.0,96160006.22,50200526.94,45959479.24,7692800.49,11539200.73,26727477.97,45000.0,26682477.97,18000.0,6666119.44,19998358.48,47.79,27.79,20.8
2024-03-01,2024,3,Base,8779154.0,100185967.28,52380075.88,47805891.37,8014877.37,12022316.06,27768697.89,45000.0,27723697.89,18000.0,6926424.48,20779273.42,47.72,27.72,20.74
2024-04-01,2024,4,Base,9248000.0,104565261.96,54914116.84,49651145.15,8365220.96,12547831.43,28738092.76,45000.0,28693092.76,18000.0,7168773.23,21506319.56,47.48,27.48,20.57
2024-05-01,2024,5,Base,8369196.0,94624885.58,49741308.75,44883576.85,7569990.84,11354986.28,25958599.77,45000.0,25913599.77,18000.0,6473899.91,19421699.81,47.43,27.43,20.52
2024-06-01,2024,6,Base,7955690.0,90062572.55,47454661.7,42607910.81,7205005.84,10807508.72,24595396.33,45000.0,24550396.33,18000.0,6133099.1,18399297.24,47.31,27.31,20.43
2024-07-01,2024,7,Base,8307294.0,93278993.86,49489484.35,43789509.53,7462319.52,11193479.27,25133710.8,45000.0,25088710.8,18000.0,6267677.68,18803033.08,46.94,26.94,20.16
2024-08-01,2024,8,Base,8152397.0,93080202.21,49407162.94,43673039.24,7446416.19,11169624.24,25056998.81,45000.0,25011998.81,18000.0,6248499.67,18745499.1,46.92,26.92,20.14
2024-09-01,2024,9,Base,8296499.0,94691683.6,50328093.68,44363590.01,7575334.7,11363002.02,25425253.26,45000.0,25380253.26,18000.0,6340563.33,19021689.97,46.85,26.85,20.09
2024-10-01,2024,10,Base,8061457.0,92032647.03,48730768.2,43301878.86,7362611.74,11043917.67,24895349.43,45000.0,24850349.43,18000.0,6208087.34,18624262.08,47.05,27.05,20.24
2024-11-01,2024,11,Base,8664834.0,98139923.95,52136279.78,46003644.18,7851193.97,11776790.87,26375659.36,45000.0,26330659.36,18000.0,6578164.79,19734494.54,46.88,26.88,20.11
2024-12-01,2024,12,Base,8914749.0,101736338.87,54078736.11,47657602.84,8138907.15,12208360.67,27310335.04,45000.0,27265335.04,18000.0,6811833.76,20435501.31,46.84,26.84,20.09
2025-01-01,2025,1,Base,8778217.0,101174531.98,54009651.29,47164880.71,8093962.51,12140943.8,26929974.28,45000.0,26884974.28,18000.0,6716743.53,20150230.68,46.62,26.62,19.92
2025-02-01,2025,2,Base,9224903.0,105901227.38,56545462.4,49355764.98,8472098.23,12708147.29,28175519.51,45000.0,28130519.51,18000.0,7028129.93,21084389.65,46.61,26.61,19.91
2025-03-01,2025,3,Base,9420495.0,106759375.35,57028043.1,49731332.3,8540750.05,12811125.06,28379457.18,45000.0,28334457.18,18000.0,7079114.29,21237342.86,46.58,26.58,19.89
2025-04-01,2025,4,Base,8837452.0,100908159.42,53988105.05,46920054.44,8072652.73,12108979.07,26738422.56,45000.0,26693422.56,18000.0,6668855.64,20006566.87,46.5,26.5,19.83
2025-05-01,2025,5,Base,8955377.0,102226705.79,54732174.25,47494531.53,8178136.42,12267204.7,27049190.4,45000.0,27004190.4,18000.0,6746547.63,20239642.82,46.46,26.46,19.8
2025-06-01,2025,6,Base,8526839.0,97264611.84,52097746.14,45166865.66,7781168.89,11671753.41,25713943.29,45000.0,25668943.29,18000.0,6412735.86,19238207.43,46.44,26.44,19.78
2025-07-01,2025,7,Base,8877587.0,101656234.34,54520635.98,47135598.28,8132498.76,12198748.12,26804351.43,45000.0,26759351.43,18000.0,6685337.86,20056013.6,46.37,26.37,19.73
2025-08-01,2025,8,Base,8784898.0,100752654.37,54231517.94,46521136.5,8060212.31,12090318.57,26370605.59,45000.0,26325605.59,18000.0,6576901.41,19730704.22,46.17,26.17,19.58
2025-09-01,2025,9,Base,8662996.0,99469783.61,53514856.86,45954926.7,7957582.69,11936374.02,26060969.98,45000.0,26015969.98,18000.0,6499492.43,19498477.5,46.2,26.2,19.6
2025-10-01,2025,10,Base,8305809.0,96107614.0,51774434.45,44333179.54,7688609.16,11532913.59,25111656.72,45000.0,25066656.72,18000.0,6262164.14,18786492.58,46.13,26.13,19.55
2025-11-01,2025,11,Base,8888258.0,102458017.76,55477384.63,46980633.14,8196641.44,12294962.11,26489029.61,45000.0,26444029.61,18000.0,6606507.41,19819522.21,45.85,25.85,19.34
2025-12-01,2025,12,Base,8942539.0,101570721.82,55284884.09,46285837.78,8125657.72,12188486.65,25971693.42,45000.0,25926693.42,18000.0,6477173.35,19431520.05,45.57,25.57,19.13
